region,city,age,gender,education,marital_status,occupation,income,children,age_group_check
Москва,Москва,23,Женский,Среднее,Не замужем,Рабочий,67828,0,18-25
Москва,Москва,36,Женский,Среднее,Разведена,Рабочий,122180,0,31-40
Москва,Москва,31,Мужской,Высшее,Разведен,Рабочий,232823,1,31-40
Москва,Москва,38,Женский,Среднее специальное,Не замужем,Рабочий,28621,0,31-40
Москва,Москва,50,Женский,Среднее,Вдова,Рабочий,28565,2,41-50
Москва,Москва,51,Женский,Высшее,Замужем,Специалист,228083,1,50+
Москва,Москва,70,Мужской,Среднее специальное,Женат,Специалист,15000,1,50+
Москва,Москва,38,Женский,Высшее,Замужем,Специалист,162135,0,31-40
Москва,Москва,71,Женский,Среднее специальное,Вдова,Пенсионер,135804,1,50+
Москва,Москва,31,Мужской,Высшее,Разведен,Учитель/Преподаватель,71212,1,31-40
Москва,Москва,33,Мужской,Высшее,Не женат,Рабочий,162369,0,31-40
Москва,Москва,67,Мужской,Высшее,Женат,Пенсионер,108987,0,50+
Москва,Москва,34,Мужской,Высшее,Женат,Специалист,414720,1,31-40
Москва,Москва,59,Мужской,Высшее,Женат,Служащий,247395,2,50+
Москва,Москва,40,Мужской,Высшее,Разведен,Служащий,165586,1,31-40
Москва,Москва,67,Женский,Высшее,Вдова,Пенсионер,15000,0,50+
Москва,Москва,31,Мужской,Среднее специальное,Женат,Предприниматель,271655,1,31-40
Москва,Москва,51,Женский,Среднее специальное,Разведена,Служащий,177153,0,50+
Москва,Москва,48,Женский,Высшее,Замужем,Предприниматель,263422,3,41-50
Москва,Москва,49,Мужской,Среднее,Женат,Предприниматель,221610,2,41-50
Москва,Москва,34,Женский,Среднее,Замужем,Рабочий,40974,1,31-40
Москва,Москва,54,Женский,Среднее,Разведена,Служащий,15000,1,50+
Москва,Москва,18,Женский,Высшее,Замужем,Служащий,181825,1,18-25
Москва,Москва,31,Женский,Среднее специальное,Замужем,Специалист,174229,2,31-40
Москва,Москва,27,Женский,Высшее,Замужем,Медработник,153513,0,26-30
Москва,Москва,33,Женский,Высшее,Замужем,Специалист,226526,4,31-40
Москва,Москва,47,Мужской,Среднее,Женат,Безработный,15000,0,41-50
Москва,Москва,38,Женский,Высшее,Замужем,Медработник,225330,3,31-40
Москва,Москва,54,Женский,Высшее,Замужем,Медработник,247565,3,50+
Москва,Москва,35,Мужской,Высшее,Женат,Медработник,140456,3,31-40
Москва,Москва,45,Мужской,Среднее,Разведен,Безработный,92791,2,41-50
Москва,Москва,54,Женский,Высшее,Замужем,Специалист,160849,4,50+
Москва,Москва,36,Женский,Среднее специальное,Вдова,Безработный,29070,1,31-40
Москва,Москва,33,Мужской,Среднее,Женат,Служащий,19252,2,31-40
Москва,Москва,42,Женский,Среднее специальное,Замужем,Учитель/Преподаватель,46890,3,41-50
Москва,Москва,47,Женский,Высшее,Замужем,Специалист,271117,2,41-50
Москва,Москва,50,Мужской,Незаконченное высшее,Не женат,Служащий,99775,3,41-50
Москва,Москва,37,Мужской,Высшее,Вдовец,Служащий,249384,0,31-40
Москва,Москва,19,Мужской,Высшее,Женат,Рабочий,130900,0,18-25
Москва,Москва,22,Мужской,Среднее специальное,Не женат,Студент,43660,0,18-25
Москва,Москва,30,Мужской,Высшее,Женат,Служащий,154027,0,26-30
Москва,Москва,38,Женский,Высшее,Не замужем,Служащий,15000,0,31-40
Москва,Москва,36,Женский,Среднее специальное,Замужем,Служащий,94741,1,31-40
Москва,Москва,18,Мужской,Незаконченное высшее,Женат,Предприниматель,198652,1,18-25
Москва,Москва,80,Мужской,Высшее,Женат,Предприниматель,278854,0,50+
Москва,Москва,35,Мужской,Высшее,Женат,Специалист,299532,4,31-40
Москва,Москва,39,Женский,Среднее специальное,Замужем,Специалист,110322,1,31-40
Москва,Москва,50,Мужской,Неполное среднее,Женат,Служащий,186564,0,41-50
Москва,Москва,31,Мужской,Высшее,Женат,Специалист,264840,1,31-40
Москва,Москва,18,Женский,Высшее,Не замужем,Студент,56198,2,18-25
Москва,Москва,45,Женский,Высшее,Замужем,Специалист,168146,1,41-50
Москва,Москва,27,Женский,Высшее,Замужем,Служащий,42907,1,26-30
Москва,Москва,37,Женский,Высшее,Замужем,Специалист,154139,0,31-40
Москва,Москва,29,Женский,Незаконченное высшее,Замужем,Служащий,142815,1,26-30
Москва,Москва,40,Мужской,Высшее,Женат,Служащий,206963,1,31-40
Москва,Москва,29,Мужской,Высшее,Не женат,Рабочий,216739,1,26-30
Москва,Москва,34,Женский,Высшее,Замужем,Служащий,208057,2,31-40
Москва,Москва,42,Мужской,Высшее,Разведен,Служащий,188453,0,41-50
Москва,Москва,40,Мужской,Высшее,Не женат,Служащий,235736,3,31-40
Москва,Москва,22,Женский,Высшее,Не замужем,Студент,15000,1,18-25
Москва,Москва,56,Мужской,Высшее,Женат,Предприниматель,275721,2,50+
Москва,Москва,27,Мужской,Среднее специальное,Женат,Служащий,69320,2,26-30
Москва,Москва,40,Женский,Высшее,Разведена,Медработник,324934,3,31-40
Москва,Москва,41,Женский,Высшее,Разведена,Медработник,97934,2,41-50
Москва,Москва,38,Женский,Высшее,Замужем,Специалист,292451,1,31-40
Москва,Москва,23,Женский,Среднее специальное,Не замужем,Служащий,15000,1,18-25
Москва,Москва,34,Мужской,Высшее,Женат,Служащий,111411,2,31-40
Москва,Москва,23,Женский,Высшее,Не замужем,Специалист,144400,1,18-25
Москва,Москва,28,Женский,Высшее,Разведена,Специалист,235757,0,26-30
Москва,Москва,37,Женский,Высшее,Не замужем,Служащий,118594,1,31-40
Москва,Москва,55,Мужской,Высшее,Разведен,Медработник,60396,1,50+
Москва,Москва,22,Мужской,Высшее,Не женат,Студент,125296,0,18-25
Москва,Москва,28,Женский,Высшее,Замужем,Предприниматель,228461,0,26-30
Москва,Москва,20,Мужской,Высшее,Не женат,Студент,62939,1,18-25
Москва,Москва,22,Мужской,Среднее специальное,Женат,Служащий,108956,0,18-25
Москва,Москва,18,Женский,Незаконченное высшее,Не замужем,Предприниматель,193361,0,18-25
Москва,Москва,18,Женский,Высшее,Не замужем,Студент,51480,0,18-25
Москва,Москва,51,Женский,Высшее,Замужем,Специалист,187142,2,50+
Москва,Москва,40,Женский,Высшее,Замужем,Специалист,215760,0,31-40
Москва,Москва,18,Женский,Незаконченное высшее,Не замужем,Рабочий,76851,0,18-25
Москва,Москва,41,Женский,Незаконченное высшее,Замужем,Медработник,165881,1,41-50
Москва,Москва,29,Мужской,Незаконченное высшее,Женат,Рабочий,118205,1,26-30
Москва,Москва,25,Женский,Высшее,Замужем,Служащий,70098,3,18-25
Москва,Москва,29,Женский,Высшее,Замужем,Предприниматель,279480,0,26-30
Москва,Москва,40,Женский,Незаконченное высшее,Замужем,Служащий,77108,3,31-40
Москва,Москва,18,Мужской,Среднее специальное,Женат,Студент,83048,0,18-25
Москва,Москва,40,Женский,Среднее специальное,Разведена,Рабочий,17079,2,31-40
Москва,Москва,18,Женский,Среднее специальное,Замужем,Студент,15000,1,18-25
Москва,Москва,49,Мужской,Незаконченное высшее,Женат,Медработник,126830,5,41-50
Москва,Москва,18,Мужской,Высшее,Не женат,Безработный,60302,1,18-25
Москва,Москва,43,Женский,Высшее,Не замужем,Учитель/Преподаватель,15000,1,41-50
Москва,Москва,47,Женский,Неполное среднее,Замужем,Рабочий,51421,2,41-50
Москва,Москва,31,Мужской,Среднее специальное,Женат,Специалист,303203,1,31-40
Москва,Москва,23,Мужской,Высшее,Разведен,Служащий,54732,0,18-25
Москва,Москва,23,Женский,Незаконченное высшее,Замужем,Служащий,89557,2,18-25
Москва,Москва,22,Женский,Высшее,Не замужем,Студент,38064,0,18-25
Москва,Москва,18,Мужской,Высшее,Не женат,Студент,24597,0,18-25
Москва,Москва,57,Женский,Высшее,Разведена,Специалист,154755,0,50+
Москва,Москва,71,Женский,Высшее,Вдова,Учитель/Преподаватель,131240,0,50+
Москва,Москва,42,Женский,Высшее,Замужем,Служащий,171267,1,41-50
Москва,Москва,37,Мужской,Высшее,Женат,Специалист,410073,2,31-40
Москва,Москва,54,Мужской,Среднее специальное,Женат,Служащий,140588,6,50+
Москва,Москва,52,Женский,Высшее,Разведена,Учитель/Преподаватель,199001,0,50+
Москва,Москва,35,Мужской,Среднее специальное,Женат,Предприниматель,268002,2,31-40
Москва,Москва,49,Женский,Незаконченное высшее,Замужем,Рабочий,15000,2,41-50
Москва,Москва,41,Женский,Высшее,Не замужем,Медработник,260967,0,41-50
Москва,Москва,40,Мужской,Высшее,Женат,Специалист,326910,2,31-40
Москва,Москва,30,Женский,Высшее,Замужем,Специалист,249432,3,26-30
Москва,Москва,18,Мужской,Незаконченное высшее,Не женат,Рабочий,15000,0,18-25
Москва,Москва,53,Мужской,Неполное среднее,Женат,Рабочий,143432,3,50+
Москва,Москва,50,Мужской,Высшее,Женат,Рабочий,138805,2,41-50
Москва,Москва,42,Женский,Среднее специальное,Разведена,Рабочий,124605,0,41-50
Москва,Москва,55,Женский,Высшее,Замужем,Рабочий,142884,1,50+
Москва,Москва,27,Женский,Высшее,Не замужем,Специалист,225942,0,26-30
Москва,Москва,31,Женский,Высшее,Не замужем,Учитель/Преподаватель,15000,1,31-40
Москва,Москва,24,Мужской,Неполное среднее,Женат,Рабочий,36017,0,18-25
Москва,Москва,45,Мужской,Высшее,Женат,Специалист,409297,1,41-50
Москва,Москва,35,Мужской,Высшее,Женат,Предприниматель,318967,0,31-40
Москва,Москва,57,Мужской,Среднее,Женат,Рабочий,141878,4,50+
Москва,Москва,39,Женский,Высшее,Замужем,Служащий,208208,1,31-40
Москва,Москва,23,Женский,Незаконченное высшее,Не замужем,Рабочий,15000,1,18-25
Москва,Москва,22,Женский,Высшее,Замужем,Предприниматель,169936,0,18-25
Москва,Москва,43,Женский,Высшее,Замужем,Специалист,265631,1,41-50
Москва,Москва,41,Мужской,Среднее специальное,Женат,Учитель/Преподаватель,185225,2,41-50
Москва,Москва,49,Мужской,Незаконченное высшее,Женат,Рабочий,107956,0,41-50
Москва,Москва,44,Мужской,Высшее,Вдовец,Специалист,318040,2,41-50
Москва,Москва,35,Женский,Высшее,Замужем,Специалист,290544,2,31-40
Москва,Москва,19,Женский,Высшее,Разведена,Студент,84769,0,18-25
Москва,Москва,18,Женский,Высшее,Замужем,Студент,30370,1,18-25
Москва,Москва,49,Женский,Среднее специальное,Разведена,Рабочий,154350,1,41-50
Москва,Москва,33,Мужской,Высшее,Разведен,Специалист,269343,0,31-40
Москва,Москва,48,Мужской,Высшее,Женат,Специалист,247157,2,41-50
Москва,Москва,39,Женский,Высшее,Замужем,Служащий,178352,1,31-40
Москва,Москва,24,Женский,Среднее,Замужем,Рабочий,77536,0,18-25
Москва,Москва,35,Женский,Среднее специальное,Разведена,Рабочий,110245,0,31-40
Москва,Москва,51,Женский,Высшее,Вдова,Рабочий,131857,1,50+
Москва,Москва,22,Женский,Высшее,Не замужем,Студент,112987,0,18-25
Москва,Москва,37,Женский,Среднее специальное,Замужем,Рабочий,116925,2,31-40
Москва,Москва,52,Женский,Среднее,Замужем,Предприниматель,163797,0,50+
Москва,Москва,35,Мужской,Высшее,Женат,Рабочий,182374,1,31-40
Москва,Москва,29,Мужской,Высшее,Женат,Рабочий,102054,2,26-30
Москва,Москва,38,Женский,Высшее,Замужем,Специалист,294367,2,31-40
Москва,Москва,57,Женский,Среднее специальное,Вдова,Специалист,168834,0,50+
Москва,Москва,34,Женский,Высшее,Разведена,Специалист,250325,0,31-40
Москва,Москва,18,Мужской,Высшее,Не женат,Студент,15000,0,18-25
Москва,Москва,59,Мужской,Высшее,Женат,Специалист,298384,1,50+
Москва,Москва,63,Мужской,Среднее специальное,Женат,Пенсионер,46936,2,50+
Москва,Москва,39,Женский,Высшее,Разведена,Учитель/Преподаватель,102755,0,31-40
Москва,Москва,44,Мужской,Среднее специальное,Разведен,Служащий,66217,0,41-50
Москва,Москва,27,Женский,Высшее,Не замужем,Специалист,280495,1,26-30
Москва,Москва,21,Женский,Среднее специальное,Замужем,Служащий,72589,0,18-25
Москва,Москва,55,Женский,Высшее,Замужем,Служащий,223403,2,50+
Москва,Москва,26,Мужской,Незаконченное высшее,Женат,Безработный,137227,0,26-30
Москва,Москва,42,Женский,Высшее,Замужем,Специалист,194751,1,41-50
Москва,Москва,22,Мужской,Высшее,Не женат,Служащий,58122,1,18-25
Москва,Москва,52,Женский,Незаконченное высшее,Замужем,Служащий,87512,4,50+
Москва,Москва,28,Женский,Среднее,Замужем,Рабочий,74413,0,26-30
Москва,Москва,25,Мужской,Незаконченное высшее,Женат,Рабочий,121516,2,18-25
Москва,Москва,22,Женский,Среднее специальное,Не замужем,Студент,15000,0,18-25
Москва,Москва,27,Женский,Высшее,Разведена,Предприниматель,285680,1,26-30
Москва,Москва,23,Мужской,Высшее,Не женат,Служащий,47415,0,18-25
Москва,Москва,22,Женский,Высшее,Не замужем,Студент,15000,2,18-25
Москва,Москва,31,Женский,Среднее специальное,Разведена,Предприниматель,264378,0,31-40
Москва,Москва,35,Мужской,Незаконченное высшее,Женат,Безработный,15000,2,31-40
Москва,Москва,72,Женский,Высшее,Разведена,Пенсионер,17271,0,50+
Москва,Москва,29,Мужской,Высшее,Разведен,Служащий,190381,1,26-30
Москва,Москва,38,Мужской,Высшее,Женат,Специалист,183872,2,31-40
Москва,Москва,28,Женский,Высшее,Не замужем,Безработный,41600,0,26-30
Москва,Москва,29,Женский,Высшее,Замужем,Безработный,27211,2,26-30
Москва,Москва,44,Мужской,Высшее,Разведен,Служащий,338920,0,41-50
Москва,Москва,21,Женский,Незаконченное высшее,Не замужем,Специалист,15000,0,18-25
Москва,Москва,32,Мужской,Среднее специальное,Женат,Рабочий,128688,1,31-40
Москва,Москва,24,Женский,Высшее,Не замужем,Специалист,111543,0,18-25
Москва,Москва,31,Женский,Высшее,Замужем,Специалист,173711,5,31-40
Москва,Москва,29,Мужской,Среднее специальное,Женат,Медработник,267960,2,26-30
Москва,Москва,41,Женский,Высшее,Замужем,Специалист,274769,3,41-50
Москва,Москва,41,Мужской,Высшее,Женат,Медработник,194470,2,41-50
Москва,Москва,54,Женский,Высшее,Замужем,Специалист,149586,2,50+
Москва,Москва,46,Мужской,Высшее,Женат,Служащий,246669,3,41-50
Москва,Москва,58,Женский,Среднее,Разведена,Служащий,179956,2,50+
Москва,Москва,23,Мужской,Незаконченное высшее,Не женат,Служащий,15000,0,18-25
Москва,Москва,40,Женский,Высшее,Разведена,Учитель/Преподаватель,118646,2,31-40
Москва,Москва,34,Женский,Среднее специальное,Не замужем,Рабочий,193640,0,31-40
Москва,Москва,42,Женский,Высшее,Замужем,Специалист,228618,2,41-50
Москва,Москва,55,Женский,Незаконченное высшее,Замужем,Рабочий,74176,0,50+
Москва,Москва,63,Женский,Среднее специальное,Вдова,Рабочий,94112,1,50+
Москва,Москва,49,Женский,Высшее,Замужем,Предприниматель,171197,1,41-50
Москва,Москва,48,Мужской,Высшее,Не женат,Служащий,254790,0,41-50
Москва,Москва,27,Женский,Высшее,Замужем,Специалист,265696,3,26-30
Москва,Москва,62,Женский,Среднее специальное,Разведена,Пенсионер,15000,1,50+
Москва,Москва,18,Женский,Высшее,Не замужем,Студент,90875,0,18-25
Москва,Москва,39,Женский,Высшее,Замужем,Рабочий,94803,2,31-40
Москва,Москва,26,Мужской,Высшее,Не женат,Предприниматель,362677,1,26-30
Москва,Москва,22,Мужской,Высшее,Женат,Рабочий,79100,0,18-25
Москва,Москва,40,Мужской,Незаконченное высшее,Не женат,Специалист,229005,1,31-40
Москва,Москва,54,Женский,Высшее,Замужем,Специалист,72758,0,50+
Москва,Москва,39,Мужской,Среднее,Женат,Рабочий,15000,2,31-40
Москва,Москва,35,Женский,Высшее,Замужем,Предприниматель,355589,2,31-40
Москва,Москва,29,Женский,Высшее,Не замужем,Рабочий,164206,1,26-30
Москва,Москва,36,Мужской,Высшее,Разведен,Специалист,290179,0,31-40
Москва,Москва,33,Женский,Высшее,Замужем,Специалист,320886,0,31-40
Москва,Москва,18,Мужской,Среднее специальное,Женат,Студент,67442,1,18-25
Москва,Москва,18,Женский,Неполное среднее,Не замужем,Студент,15000,0,18-25
Москва,Москва,19,Женский,Незаконченное высшее,Не замужем,Служащий,193487,0,18-25
Москва,Москва,27,Женский,Высшее,Замужем,Специалист,178184,2,26-30
Москва,Москва,43,Мужской,Высшее,Женат,Специалист,411090,4,41-50
Москва,Москва,46,Мужской,Высшее,Разведен,Служащий,291449,0,41-50
Москва,Москва,29,Мужской,Высшее,Женат,Предприниматель,399028,1,26-30
Москва,Москва,32,Мужской,Неполное среднее,Не женат,Специалист,160284,0,31-40
Москва,Москва,50,Женский,Высшее,Замужем,Рабочий,108729,4,41-50
Москва,Москва,18,Женский,Незаконченное высшее,Не замужем,Студент,21759,0,18-25
Москва,Москва,38,Мужской,Незаконченное высшее,Не женат,Служащий,180766,2,31-40
Москва,Москва,30,Женский,Незаконченное высшее,Замужем,Служащий,66256,1,26-30
Москва,Москва,40,Женский,Среднее,Замужем,Безработный,40394,2,31-40
Москва,Москва,35,Мужской,Высшее,Женат,Служащий,260743,2,31-40
Москва,Москва,26,Женский,Незаконченное высшее,Замужем,Рабочий,123266,1,26-30
Москва,Москва,35,Мужской,Высшее,Не женат,Специалист,380758,0,31-40
Москва,Москва,49,Мужской,Высшее,Женат,Специалист,284804,3,41-50
Москва,Москва,51,Женский,Неполное среднее,Не замужем,Служащий,28102,1,50+
Москва,Москва,31,Мужской,Среднее специальное,Женат,Учитель/Преподаватель,134469,1,31-40
Москва,Москва,39,Мужской,Высшее,Женат,Специалист,418735,6,31-40
Москва,Москва,41,Женский,Высшее,Замужем,Служащий,190222,2,41-50
Москва,Москва,30,Женский,Среднее,Замужем,Учитель/Преподаватель,68008,2,26-30
Москва,Москва,50,Мужской,Среднее,Женат,Рабочий,54794,1,41-50
Москва,Москва,18,Женский,Высшее,Не замужем,Студент,15000,0,18-25
Москва,Москва,51,Женский,Высшее,Замужем,Специалист,291636,1,50+
Москва,Москва,38,Мужской,Среднее специальное,Женат,Специалист,285712,0,31-40
Москва,Москва,41,Женский,Среднее,Замужем,Рабочий,116275,1,41-50
Москва,Москва,58,Женский,Среднее,Замужем,Рабочий,43679,2,50+
Москва,Москва,39,Мужской,Высшее,Женат,Рабочий,85322,4,31-40
Москва,Москва,36,Мужской,Высшее,Женат,Специалист,291338,2,31-40
Москва,Москва,18,Женский,Высшее,Замужем,Студент,15000,0,18-25
Москва,Москва,53,Женский,Незаконченное высшее,Замужем,Безработный,15000,1,50+
Москва,Москва,25,Мужской,Высшее,Не женат,Служащий,217719,2,18-25
Москва,Москва,28,Мужской,Высшее,Разведен,Предприниматель,272057,1,26-30
Москва,Москва,31,Мужской,Высшее,Женат,Рабочий,190247,0,31-40
Москва,Москва,26,Мужской,Высшее,Женат,Предприниматель,230330,0,26-30
Москва,Москва,34,Женский,Незаконченное высшее,Не замужем,Служащий,58199,1,31-40
Москва,Москва,47,Женский,Среднее,Разведена,Служащий,85992,1,41-50
Москва,Москва,21,Мужской,Высшее,Не женат,Студент,26673,0,18-25
Москва,Москва,18,Женский,Незаконченное высшее,Не замужем,Студент,53678,0,18-25
Москва,Москва,21,Мужской,Незаконченное высшее,Не женат,Студент,68109,2,18-25
Москва,Москва,18,Женский,Высшее,Не замужем,Студент,15000,1,18-25
Москва,Москва,34,Мужской,Среднее,Женат,Служащий,42332,0,31-40
Москва,Москва,56,Мужской,Высшее,Женат,Специалист,335741,2,50+
Москва,Москва,64,Мужской,Высшее,Женат,Пенсионер,19314,2,50+
Москва,Москва,36,Мужской,Высшее,Не женат,Служащий,179399,0,31-40
Москва,Москва,36,Женский,Высшее,Разведена,Безработный,59098,0,31-40
Москва,Москва,36,Мужской,Высшее,Женат,Специалист,329263,3,31-40
Москва,Москва,18,Мужской,Высшее,Женат,Безработный,15000,0,18-25
Москва,Москва,38,Мужской,Высшее,Женат,Служащий,231237,2,31-40
Москва,Москва,53,Женский,Высшее,Замужем,Специалист,306500,2,50+
Москва,Москва,41,Женский,Высшее,Разведена,Специалист,332947,1,41-50
Москва,Москва,36,Женский,Высшее,Разведена,Служащий,80844,0,31-40
Москва,Москва,25,Женский,Высшее,Замужем,Служащий,111974,3,18-25
Москва,Москва,45,Женский,Среднее,Замужем,Служащий,125112,4,41-50
Москва,Москва,36,Женский,Незаконченное высшее,Разведена,Специалист,206013,0,31-40
Москва,Москва,53,Женский,Высшее,Замужем,Специалист,245851,2,50+
Москва,Москва,30,Мужской,Среднее специальное,Не женат,Рабочий,180997,0,26-30
Москва,Москва,49,Женский,Среднее специальное,Разведена,Рабочий,126257,0,41-50
Москва,Москва,26,Мужской,Высшее,Женат,Специалист,300958,0,26-30
Москва,Москва,18,Мужской,Высшее,Не женат,Студент,32957,0,18-25
Москва,Москва,35,Мужской,Высшее,Женат,Предприниматель,320305,3,31-40
Москва,Москва,18,Женский,Среднее,Не замужем,Безработный,15000,0,18-25
Москва,Москва,18,Женский,Незаконченное высшее,Замужем,Студент,20750,0,18-25
Москва,Москва,49,Женский,Высшее,Замужем,Специалист,222566,2,41-50
Москва,Москва,28,Женский,Высшее,Не замужем,Специалист,202243,0,26-30
Москва,Москва,29,Мужской,Незаконченное высшее,Женат,Учитель/Преподаватель,111082,0,26-30
Москва,Москва,49,Мужской,Высшее,Женат,Специалист,199972,4,41-50
Москва,Москва,34,Женский,Высшее,Не замужем,Служащий,196563,0,31-40
Москва,Москва,57,Мужской,Высшее,Женат,Рабочий,206772,4,50+
Москва,Москва,40,Женский,Высшее,Замужем,Медработник,149239,2,31-40
Москва,Москва,30,Мужской,Высшее,Не женат,Служащий,128357,2,26-30
Москва,Москва,32,Женский,Высшее,Не замужем,Служащий,277428,0,31-40
Москва,Москва,43,Женский,Высшее,Не замужем,Специалист,172676,1,41-50
Москва,Москва,33,Мужской,Высшее,Женат,Служащий,237791,2,31-40
Москва,Москва,18,Мужской,Высшее,Не женат,Студент,15000,0,18-25
Москва,Москва,71,Мужской,Высшее,Вдовец,Пенсионер,94116,1,50+
Москва,Москва,48,Женский,Среднее,Замужем,Специалист,151091,2,41-50
Москва,Москва,51,Женский,Высшее,Замужем,Специалист,144466,3,50+
Москва,Москва,47,Мужской,Высшее,Женат,Специалист,292617,1,41-50
Москва,Москва,61,Женский,Высшее,Вдова,Пенсионер,28826,4,50+
Москва,Москва,20,Мужской,Высшее,Не женат,Студент,15000,0,18-25
Москва,Москва,42,Женский,Высшее,Разведена,Специалист,204624,0,41-50
Москва,Москва,34,Женский,Среднее,Не замужем,Служащий,114381,0,31-40
Москва,Москва,22,Женский,Высшее,Замужем,Студент,15000,1,18-25
Москва,Москва,49,Мужской,Высшее,Женат,Специалист,214941,0,41-50
Москва,Москва,18,Мужской,Незаконченное высшее,Разведен,Студент,15000,1,18-25
Москва,Москва,18,Мужской,Незаконченное высшее,Женат,Студент,40690,1,18-25
Москва,Москва,43,Женский,Высшее,Замужем,Предприниматель,273308,1,41-50
Москва,Москва,24,Женский,Незаконченное высшее,Не замужем,Специалист,101244,0,18-25
Москва,Москва,46,Мужской,Незаконченное высшее,Женат,Служащий,95551,2,41-50
Москва,Москва,31,Женский,Незаконченное высшее,Замужем,Служащий,93232,3,31-40
Москва,Москва,28,Мужской,Незаконченное высшее,Разведен,Безработный,118158,1,26-30
Москва,Москва,28,Женский,Высшее,Не замужем,Специалист,274237,0,26-30
Москва,Москва,18,Мужской,Высшее,Не женат,Студент,22114,0,18-25
Москва,Москва,39,Мужской,Высшее,Женат,Предприниматель,397944,1,31-40
Москва,Москва,35,Женский,Высшее,Замужем,Специалист,282099,1,31-40
Москва,Москва,50,Мужской,Высшее,Женат,Медработник,159554,2,41-50
Москва,Москва,31,Женский,Среднее специальное,Не замужем,Служащий,165463,1,31-40
Москва,Москва,29,Мужской,Высшее,Не женат,Специалист,202403,0,26-30
Москва,Москва,28,Женский,Высшее,Замужем,Специалист,228849,1,26-30
Москва,Москва,47,Женский,Среднее специальное,Замужем,Служащий,21072,3,41-50
Москва,Москва,48,Женский,Неполное среднее,Разведена,Рабочий,33507,2,41-50
Москва,Москва,63,Мужской,Среднее,Женат,Пенсионер,49866,0,50+
Москва,Москва,47,Мужской,Среднее специальное,Не женат,Специалист,89815,1,41-50
Москва,Москва,46,Женский,Незаконченное высшее,Разведена,Служащий,70008,4,41-50
Москва,Москва,30,Мужской,Высшее,Разведен,Учитель/Преподаватель,203761,1,26-30
Москва,Москва,46,Женский,Высшее,Замужем,Предприниматель,232078,2,41-50
Москва,Москва,18,Женский,Незаконченное высшее,Не замужем,Студент,15000,0,18-25
Москва,Москва,63,Женский,Высшее,Вдова,Пенсионер,37676,1,50+
Москва,Москва,22,Женский,Незаконченное высшее,Не замужем,Предприниматель,26754,0,18-25
Москва,Москва,54,Женский,Высшее,Разведена,Специалист,204675,1,50+
Москва,Москва,23,Женский,Высшее,Не замужем,Служащий,15000,0,18-25
Москва,Москва,28,Мужской,Незаконченное высшее,Женат,Специалист,250318,3,26-30
Москва,Москва,21,Мужской,Незаконченное высшее,Женат,Учитель/Преподаватель,86338,0,18-25
Москва,Москва,42,Мужской,Высшее,Женат,Медработник,218840,0,41-50
Москва,Москва,59,Женский,Высшее,Замужем,Специалист,152198,0,50+
Москва,Москва,36,Мужской,Высшее,Женат,Медработник,134781,1,31-40
Москва,Москва,30,Женский,Незаконченное высшее,Замужем,Служащий,80900,0,26-30
